0.000000000000000000e+00	5.377944707870483398e-01	4.017139375209808350e-01	2.562707662582397461e-01	6.588246673345565796e-02	9.026960283517837524e-02	1.408382952213287354e-01	8.292344212532043457e-02	5.965133309364318848e-01	1.000000000000000000e+00	9.615254998207092285e-01	1.098307594656944275e-02	1.091088131070137024e-01
4.643990844488143921e-02	3.819883242249488831e-02	2.359377890825271606e-01	5.687147006392478943e-02	1.623873412609100342e-02	6.501235812902450562e-02	8.041391521692276001e-02	6.730566620826721191e-01	5.431782081723213196e-02	1.000000000000000000e+00	7.687153294682502747e-03	4.538130760192871094e-02	1.581405252218246460e-01
9.287981688976287842e-02	4.462413117289543152e-02	3.023087084293365479e-01	1.738328300416469574e-02	1.434441842138767242e-02	3.847605288028717041e-01	8.622360229492187500e-02	5.806619524955749512e-01	1.389378458261489868e-01	1.000000000000000000e+00	9.777762740850448608e-02	2.042582258582115173e-02	9.913633465766906738e-01
1.393197327852249146e-01	7.057611644268035889e-02	2.271459698677062988e-01	9.091319143772125244e-02	8.119481615722179413e-03	3.461906313896179199e-01	3.366230428218841553e-02	1.000000000000000000e+00	7.785712182521820068e-02	9.777745604515075684e-01	1.366494148969650269e-01	1.425407826900482178e-02	4.758105576038360596e-01
1.857596337795257568e-01	1.250508427619934082e-01	2.272262573242187500e-01	7.252711057662963867e-02	1.795236021280288696e-01	4.077947735786437988e-01	3.505698963999748230e-02	7.433787584304809570e-01	3.503278363496065140e-03	1.000000000000000000e+00	2.154911458492279053e-01	7.571013569831848145e-01	1.680808663368225098e-01
2.321995496749877930e-01	9.323672056198120117e-01	2.435113638639450073e-01	2.055065184831619263e-01	5.012756213545799255e-02	6.442692130804061890e-02	4.340962469577789307e-01	9.285435080528259277e-01	2.859397828578948975e-01	1.000000000000000000e+00	5.964834094047546387e-01	8.143387734889984131e-02	2.709037363529205322e-01
2.786394655704498291e-01	1.015156321227550507e-02	2.065269947052001953e-01	4.548452794551849365e-02	2.343913167715072632e-02	1.612016260623931885e-01	5.166515707969665527e-03	1.000000000000000000e+00	3.568896092474460602e-03	8.353953957557678223e-01	8.876361697912216187e-02	2.364497631788253784e-03	2.499380707740783691e-01
3.250793516635894775e-01	1.484595611691474915e-02	1.826221942901611328e-01	5.877626314759254456e-02	5.488197878003120422e-02	6.823585182428359985e-02	1.054017320275306702e-01	1.000000000000000000e+00	5.426747724413871765e-02	7.730954885482788086e-01	3.051120089367032051e-03	3.395858407020568848e-02	3.088816404342651367e-01
3.715192675590515137e-01	9.496638178825378418e-02	2.386034429073333740e-01	4.129043966531753540e-02	2.180621400475502014e-02	2.581654191017150879e-01	2.268217131495475769e-02	6.510218977928161621e-01	3.467885032296180725e-02	9.858157038688659668e-01	2.755189873278141022e-02	1.068806089460849762e-02	1.000000000000000000e+00
4.179591834545135498e-01	1.854256093502044678e-01	7.526009082794189453e-01	2.298211865127086639e-02	5.265628099441528320e-01	3.657998517155647278e-02	6.180788278579711914e-01	6.338472962379455566e-01	6.910114884376525879e-01	1.000000000000000000e+00	4.176344722509384155e-02	3.936573863029479980e-01	1.535069346427917480e-01
4.643990993499755859e-01	4.897518455982208252e-02	2.625091373920440674e-01	6.354258954524993896e-02	1.041308231651782990e-02	9.911774396896362305e-01	1.906212121248245239e-01	6.206038594245910645e-01	3.756734728813171387e-02	1.000000000000000000e+00	2.025149315595626831e-01	5.852264165878295898e-02	6.947954297065734863e-01
5.108389854431152344e-01	7.666335999965667725e-02	2.223156392574310303e-01	1.370515581220388412e-02	4.151967465877532959e-01	4.208150506019592285e-02	1.958120701601728797e-04	1.394872069358825684e-01	1.569267245940864086e-03	1.000000000000000000e+00	6.211724248714745045e-04	4.933360219001770020e-01	1.308956928551197052e-02
5.572789311408996582e-01	7.365608215332031250e-02	4.138677120208740234e-01	2.173435688018798828e-01	4.202494770288467407e-02	3.339971303939819336e-01	4.183888062834739685e-02	7.944690585136413574e-01	2.592070996761322021e-01	1.000000000000000000e+00	3.746375739574432373e-01	6.447953730821609497e-02	9.533314108848571777e-01
6.037188172340393066e-01	7.841846346855163574e-02	4.335762187838554382e-02	7.262832485139369965e-03	2.369848191738128662e-01	1.857251226902008057e-01	1.646352931857109070e-02	2.472169250249862671e-01	6.469096243381500244e-02	2.926699072122573853e-02	5.721986293792724609e-02	1.000000000000000000e+00	2.709079980850219727e-01
6.501587033271789551e-01	5.646010488271713257e-02	2.094799429178237915e-01	2.444393001496791840e-02	2.411735355854034424e-01	2.008850127458572388e-01	7.111731767654418945e-01	5.110110342502593994e-02	1.939976811408996582e-01	6.567795276641845703e-01	8.663344383239746094e-02	1.000000000000000000e+00	7.119758129119873047e-01
6.965986490249633789e-01	7.743754889816045761e-03	1.074853837490081787e-01	2.930147647857666016e-01	2.228097468614578247e-01	1.120229884982109070e-01	7.239428162574768066e-01	4.366258159279823303e-02	1.114895492792129517e-01	1.810981631278991699e-01	6.092591285705566406e-01	1.000000000000000000e+00	5.419390797615051270e-01
