0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.643990844488143921e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.287981688976287842e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.393197327852249146e-01	0.000000000000000000e+00	2.424392551183700562e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.594295680522918701e-02	0.000000000000000000e+00	3.162807971239089966e-02	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	1.677087391726672649e-03	0.000000000000000000e+00
1.857596337795257568e-01	0.000000000000000000e+00	3.117202520370483398e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.501080632209777832e-02	4.912748932838439941e-02	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.494833976030349731e-01
2.321995496749877930e-01	7.176839709281921387e-01	9.858709573745727539e-01	3.306105434894561768e-01	3.426837325096130371e-01	2.168386429548263550e-01	9.979770183563232422e-01	1.705637574195861816e-01	2.298879176378250122e-01	3.438380360603332520e-01	3.770351111888885498e-01	1.000000000000000000e+00	2.803130261600017548e-02
2.786394655704498291e-01	1.264067143201828003e-01	5.562293529510498047e-02	6.278010010719299316e-01	1.000000000000000000e+00	4.249448776245117188e-01	9.117247909307479858e-02	9.829095005989074707e-01	1.758047193288803101e-01	3.809712827205657959e-01	7.943166047334671021e-02	8.878193795680999756e-02	8.557397723197937012e-01
3.250793516635894775e-01	6.099866032600402832e-01	5.085363239049911499e-02	9.567618966102600098e-01	1.000000000000000000e+00	3.363139554858207703e-02	2.296077460050582886e-01	2.352395467460155487e-02	6.720229387283325195e-01	2.643755674362182617e-01	9.756404161453247070e-01	6.577852368354797363e-02	5.996171385049819946e-02
3.715192675590515137e-01	1.000000000000000000e+00	2.257409840822219849e-01	6.839712262153625488e-01	2.592784725129604340e-02	7.522878795862197876e-02	2.490961551666259766e-01	2.964559569954872131e-02	1.531953066587448120e-01	9.743882417678833008e-01	0.000000000000000000e+00	1.012414470314979553e-01	1.283633336424827576e-02
4.179591834545135498e-01	1.000000000000000000e+00	3.568162769079208374e-02	7.988640069961547852e-01	3.323558717966079712e-02	5.335594713687896729e-02	3.178128898143768311e-01	5.195046663284301758e-01	1.546004265546798706e-01	2.016747593879699707e-01	8.044009208679199219e-01	9.801726788282394409e-02	1.902042776346206665e-01
4.643990993499755859e-01	1.000000000000000000e+00	4.445420950651168823e-02	1.284523010253906250e-01	5.214142799377441406e-02	1.398260239511728287e-03	3.283112347126007080e-01	9.613839909434318542e-03	1.135313790291547775e-02	2.128733694553375244e-01	6.709048748016357422e-01	5.040434002876281738e-02	9.383623301982879639e-02
5.108389854431152344e-01	8.960161358118057251e-02	2.424462586641311646e-01	9.520853200228884816e-05	1.179553195834159851e-02	4.452662542462348938e-02	2.280153706669807434e-02	3.321807458996772766e-02	2.900819345086347312e-05	1.000000000000000000e+00	1.394548686221241951e-03	1.421062182635068893e-02	2.876714803278446198e-03
5.572789311408996582e-01	1.061705052852630615e-01	2.176495827734470367e-02	1.000000000000000000e+00	2.641843631863594055e-02	2.662794291973114014e-02	5.655642226338386536e-02	3.159002168104052544e-03	2.104266434907913208e-01	9.491010010242462158e-02	8.084726333618164062e-01	5.889566242694854736e-02	1.181823480874300003e-02
6.037188172340393066e-01	1.367543935775756836e-01	2.872226238250732422e-01	8.100030422210693359e-01	3.823050484061241150e-02	1.206708401441574097e-01	1.000000000000000000e+00	3.100622445344924927e-02	2.242946475744247437e-01	9.727227091789245605e-01	7.310336921364068985e-03	3.064864575862884521e-01	1.901273615658283234e-03
6.501587033271789551e-01	9.827284812927246094e-01	5.297430604696273804e-02	6.537700891494750977e-01	9.963490068912506104e-02	3.970373049378395081e-02	1.000000000000000000e+00	9.901870973408222198e-03	1.651727706193923950e-01	5.515078455209732056e-02	7.705211043357849121e-01	2.229024767875671387e-01	1.160419508814811707e-01
6.965986490249633789e-01	8.770483136177062988e-01	7.320922017097473145e-01	1.385244578123092651e-01	1.658381968736648560e-01	5.315165594220161438e-02	1.000000000000000000e+00	8.705437779426574707e-01	5.543008074164390564e-02	7.329776883125305176e-01	2.980989031493663788e-02	7.721897959709167480e-01	1.668785512447357178e-01
7.430385351181030273e-01	1.925851106643676758e-01	1.248894482851028442e-01	5.141085982322692871e-01	4.499248564243316650e-01	4.988452196121215820e-01	1.887871623039245605e-01	1.062936410307884216e-01	1.783414930105209351e-01	2.441286593675613403e-01	1.000000000000000000e+00	3.297462463378906250e-01	2.348154634237289429e-01
7.894784808158874512e-01	2.836402952671051025e-01	1.712862402200698853e-01	2.441044896841049194e-01	1.000000000000000000e+00	3.379807770252227783e-01	1.940301954746246338e-01	7.654008269309997559e-02	1.372690945863723755e-01	4.299457669258117676e-01	2.182116508483886719e-01	2.944102883338928223e-01	2.253342866897583008e-01
8.359183669090270996e-01	1.613982170820236206e-01	2.814213335514068604e-01	3.993573784828186035e-02	7.319809794425964355e-01	1.116668730974197388e-01	6.298437714576721191e-02	6.550285220146179199e-02	5.071726441383361816e-02	1.000000000000000000e+00	5.127413943409919739e-02	2.356946766376495361e-01	9.444000571966171265e-02
8.823582530021667480e-01	4.883979856967926025e-01	2.876042425632476807e-01	5.987777188420295715e-02	9.113757014274597168e-01	9.262243658304214478e-02	1.358846873044967651e-01	1.514073610305786133e-01	1.201758980751037598e-01	1.000000000000000000e+00	3.536173701286315918e-02	5.489659309387207031e-01	1.198062822222709656e-01
9.287981986999511719e-01	2.029791176319122314e-01	2.621602118015289307e-01	3.037130832672119141e-02	3.815232515335083008e-01	9.417883306741714478e-02	5.643796175718307495e-02	4.799168184399604797e-02	2.143395543098449707e-01	1.000000000000000000e+00	2.185232751071453094e-02	1.797133088111877441e-01	7.608578354120254517e-02
