0.000000000000000000e+00	1.000000000000000000e+00	8.749125599861145020e-01	2.516208589076995850e-01	4.958541691303253174e-02	7.902748882770538330e-02	1.681503057479858398e-01	1.735864132642745972e-01	7.779238373041152954e-02	1.613122783601284027e-02	4.360992461442947388e-02	6.268204748630523682e-02	4.639493301510810852e-02	1.779748499393463135e-02	2.503637457266449928e-03	6.043652072548866272e-03	1.324311457574367523e-02	1.543320715427398682e-02	1.535081304609775543e-02	1.069155987352132797e-02	1.505466401576995850e-01	2.364790588617324829e-01	1.974698603153228760e-01	4.735596850514411926e-02	1.512202899903059006e-02	2.214079163968563080e-02	4.003404080867767334e-02	3.904634714126586914e-02	1.656313799321651459e-02	1.851442386396229267e-03	4.541806410998106003e-03	8.251375518739223480e-03	1.685025915503501892e-02	4.922550171613693237e-02	5.575727671384811401e-02	3.536778315901756287e-02	3.984972368925809860e-03	4.271420184522867203e-03	3.969688713550567627e-02	7.306590676307678223e-02	8.355671912431716919e-02	4.881684482097625732e-02	2.379537001252174377e-02	4.469071980565786362e-03	2.824555151164531708e-02	4.968110844492912292e-02	7.128822803497314453e-02	5.238198116421699524e-02	5.974821448326110840e-01
4.643990844488143921e-02	1.000000000000000000e+00	7.838679552078247070e-01	2.301964461803436279e-01	1.145098283886909485e-01	1.865290701389312744e-01	1.772354692220687866e-01	1.461247354745864868e-01	7.992599159479141235e-02	7.816291600465774536e-02	6.669302284717559814e-02	1.139626875519752502e-01	1.379059106111526489e-01	1.271258145570755005e-01	8.030685037374496460e-02	5.440096929669380188e-02	9.438005834817886353e-02	1.517831832170486450e-01	1.552355885505676270e-01	1.026525050401687622e-01	1.760212928056716919e-01	2.331051826477050781e-01	1.720397621393203735e-01	4.621001705527305603e-02	5.500826239585876465e-02	1.795212030410766602e-01	2.083746194839477539e-01	1.383004635572433472e-01	2.946209162473678589e-02	1.806507408618927002e-01	2.917090356349945068e-01	3.240147829055786133e-01	2.722229063510894775e-01	5.153226256370544434e-01	5.382407307624816895e-01	3.303745388984680176e-01	4.002488404512405396e-02	2.599542774260044098e-02	2.457211352884769440e-02	2.194490432739257812e-01	4.523838758468627930e-01	4.371037483215332031e-01	2.144508659839630127e-01	1.040958389639854431e-01	2.880735397338867188e-01	5.529214143753051758e-01	5.599588751792907715e-01	3.500963449478149414e-01	6.638316512107849121e-01
9.287981688976287842e-02	3.713986277580261230e-01	4.696851670742034912e-01	3.164208829402923584e-01	1.706500910222530365e-02	7.088779937475919724e-03	7.679487112909555435e-03	3.962877765297889709e-02	1.022843047976493835e-01	2.053075730800628662e-01	2.383052259683609009e-01	1.766143888235092163e-01	2.174899280071258545e-01	2.435570508241653442e-01	1.808451116085052490e-01	3.032047860324382782e-02	1.233184486627578735e-01	2.034953087568283081e-01	1.752267032861709595e-01	4.787282273173332214e-02	3.100782260298728943e-02	1.098492518067359924e-01	1.622927039861679077e-01	1.284586787223815918e-01	6.733708828687667847e-02	6.127278506755828857e-02	5.900802463293075562e-02	5.017196759581565857e-02	6.130528077483177185e-02	3.714669346809387207e-01	4.736419320106506348e-01	3.220381736755371094e-01	3.130134940147399902e-02	3.769678995013237000e-02	3.605289384722709656e-02	1.101922914385795593e-01	4.015032052993774414e-01	8.396745324134826660e-01	9.952581524848937988e-01	6.708834171295166016e-01	8.936957120895385742e-01	1.000000000000000000e+00	7.291797399520874023e-01	4.353094473481178284e-02	4.741981625556945801e-02	2.185264825820922852e-01	2.767032086849212646e-01	1.925581097602844238e-01	7.269330322742462158e-02
1.393197327852249146e-01	1.649993062019348145e-01	2.277415543794631958e-01	1.793319284915924072e-01	7.918298244476318359e-02	1.053636372089385986e-01	1.033973917365074158e-01	9.159580618143081665e-02	2.022882699966430664e-01	2.479752153158187866e-01	1.771694421768188477e-01	5.982270091772079468e-02	1.776763349771499634e-01	2.491351068019866943e-01	2.266423106193542480e-01	1.159809231758117676e-01	1.574753522872924805e-01	2.251904904842376709e-01	6.362463235855102539e-01	7.116995453834533691e-01	4.727111160755157471e-01	4.704432561993598938e-02	5.900923535227775574e-02	5.880937725305557251e-02	5.973862111568450928e-02	6.106154620647430420e-02	6.623893231153488159e-02	5.471826717257499695e-02	1.100586205720901489e-01	6.636984348297119141e-01	8.449178934097290039e-01	5.571414232254028320e-01	6.573706865310668945e-02	2.071424871683120728e-01	2.358580380678176880e-01	1.887729465961456299e-01	1.202652901411056519e-01	1.247078478336334229e-01	1.779290139675140381e-01	2.627275884151458740e-01	8.020607829093933105e-01	1.000000000000000000e+00	8.545578718185424805e-01	3.342964649200439453e-01	5.791063308715820312e-01	8.899888396263122559e-01	8.030961751937866211e-01	2.931134402751922607e-01	2.341656945645809174e-02
1.857596337795257568e-01	5.507987737655639648e-02	5.394159629940986633e-02	4.374479874968528748e-02	9.238269925117492676e-02	2.005619257688522339e-01	2.771715521812438965e-01	2.118837684392929077e-01	8.443215489387512207e-02	3.209846466779708862e-02	7.186584174633026123e-02	1.489615887403488159e-01	2.269173711538314819e-01	2.120394259691238403e-01	1.013906225562095642e-01	1.953691057860851288e-02	7.922119647264480591e-02	1.524993479251861572e-01	1.380389034748077393e-01	5.160640180110931396e-02	2.502238154411315918e-01	5.799748897552490234e-01	5.755382180213928223e-01	2.500716149806976318e-01	5.808495730161666870e-02	8.560276031494140625e-02	8.370528370141983032e-02	4.886315762996673584e-02	5.780858919024467468e-02	1.161373853683471680e-01	1.406333148479461670e-01	1.566973328590393066e-01	3.597614765167236328e-01	4.080213606357574463e-01	2.367508113384246826e-01	1.775461016222834587e-03	1.052077207714319229e-02	1.445248425006866455e-01	3.008096218109130859e-01	6.131234765052795410e-01	1.000000000000000000e+00	9.906526803970336914e-01	5.079635381698608398e-01	7.798179239034652710e-02	2.053387314081192017e-01	4.823755621910095215e-01	4.824672043323516846e-01	2.211713939905166626e-01	3.094809688627719879e-02
2.321995496749877930e-01	5.599027499556541443e-02	8.627527952194213867e-02	1.869544237852096558e-01	5.266163349151611328e-01	6.352372169494628906e-01	4.028427600860595703e-01	6.841735541820526123e-02	4.133671894669532776e-02	2.586004510521888733e-02	3.316088765859603882e-02	6.775100529193878174e-02	2.086953222751617432e-01	2.439483255147933960e-01	1.702227592468261719e-01	3.973652422428131104e-02	1.239133551716804504e-01	1.458584070205688477e-01	1.015233099460601807e-01	1.194776780903339386e-02	9.776058606803417206e-03	6.724412087351083755e-03	9.384578093886375427e-03	2.512991614639759064e-02	1.251513808965682983e-01	1.791338473558425903e-01	3.765073716640472412e-01	4.111699461936950684e-01	3.053390085697174072e-01	1.455546766519546509e-01	2.017594128847122192e-01	6.304554343223571777e-01	9.815887212753295898e-01	8.599435687065124512e-01	2.903220653533935547e-01	1.163275633007287979e-02	3.812369704246520996e-02	5.398617684841156006e-02	8.038871735334396362e-02	1.015743091702461243e-01	7.557527422904968262e-01	1.000000000000000000e+00	7.003209590911865234e-01	4.268864169716835022e-02	8.222322165966033936e-02	9.482001513242721558e-02	1.139670610427856445e-01	9.132060408592224121e-02	7.005143165588378906e-02
2.786394655704498291e-01	3.030924201011657715e-01	4.002322852611541748e-01	2.701644301414489746e-01	2.074784226715564728e-02	8.046439848840236664e-03	3.841967508196830750e-02	8.905550092458724976e-02	9.184037894010543823e-02	5.120178312063217163e-02	2.966954745352268219e-02	6.352997571229934692e-02	2.006892114877700806e-01	2.545767426490783691e-01	2.244045138359069824e-01	1.021637320518493652e-01	6.447662413120269775e-02	1.814688928425312042e-02	1.199234835803508759e-02	4.669531714171171188e-03	8.560017682611942291e-03	6.627301871776580811e-02	9.515165537595748901e-02	1.104710102081298828e-01	9.308975934982299805e-02	9.421958774328231812e-02	6.157568097114562988e-02	4.927049204707145691e-02	1.259267628192901611e-01	7.771098017692565918e-01	9.867005944252014160e-01	6.387985944747924805e-01	2.854697406291961670e-02	3.375278040766716003e-02	2.932913601398468018e-02	1.495560258626937866e-02	1.067547593265771866e-02	3.694027662277221680e-02	1.294690966606140137e-01	2.317952811717987061e-01	8.411802053451538086e-01	1.000000000000000000e+00	7.839905619621276855e-01	2.334576696157455444e-01	1.996674686670303345e-01	7.908825576305389404e-02	4.500602930784225464e-02	2.832542173564434052e-02	4.318182170391082764e-02
3.250793516635894775e-01	1.054076552391052246e-01	1.289359480142593384e-01	2.317224889993667603e-01	2.114953100681304932e-01	1.196848079562187195e-01	1.906921155750751495e-02	2.410733327269554138e-02	6.900429725646972656e-02	7.411689311265945435e-02	6.772397458553314209e-02	1.730573624372482300e-01	3.409658968448638916e-01	3.103883564472198486e-01	1.368361860513687134e-01	4.329425841569900513e-02	5.766135081648826599e-02	4.848989471793174744e-02	4.185112193226814270e-02	3.639062866568565369e-02	3.062829747796058655e-02	2.845660597085952759e-02	3.225928917527198792e-02	3.663094714283943176e-02	5.420604348182678223e-02	6.791640073060989380e-02	3.870410025119781494e-01	7.554093003273010254e-01	7.134715914726257324e-01	3.830635845661163330e-01	3.530963361263275146e-01	8.598306179046630859e-01	8.824591040611267090e-01	5.027485489845275879e-01	1.600258238613605499e-02	9.358814917504787445e-03	2.015732377767562866e-01	2.954700589179992676e-01	2.198449969291687012e-01	1.976328790187835693e-01	8.309724330902099609e-01	1.000000000000000000e+00	6.078827977180480957e-01	4.595413058996200562e-02	3.967529535293579102e-02	5.474761500954627991e-02	1.686691790819168091e-01	2.451944947242736816e-01	1.820858865976333618e-01
3.715192675590515137e-01	5.073577910661697388e-02	5.365901812911033630e-02	2.972728945314884186e-02	1.523865014314651489e-01	4.205119013786315918e-01	5.052792429924011230e-01	4.233303070068359375e-01	2.723025083541870117e-01	1.989011913537979126e-01	7.189653068780899048e-02	6.440075486898422241e-02	5.296552777290344238e-01	7.433557510375976562e-01	5.315126180648803711e-01	5.216978490352630615e-02	4.392618685960769653e-02	6.689445674419403076e-02	5.666872486472129822e-02	3.105263039469718933e-02	4.207593947649002075e-02	6.995021551847457886e-02	6.864636391401290894e-02	3.518752008676528931e-02	5.425276979804039001e-02	1.265129745006561279e-01	1.480711996555328369e-01	1.009379848837852478e-01	1.169965937733650208e-01	1.370771080255508423e-01	8.898759633302688599e-02	1.240113656967878342e-02	6.548443436622619629e-01	1.000000000000000000e+00	7.598742842674255371e-01	5.637223720550537109e-01	8.741205334663391113e-01	8.608080148696899414e-01	3.797754049301147461e-01	2.456504553556442261e-01	7.842168211936950684e-01	9.903730750083923340e-01	6.623690724372863770e-01	5.525901913642883301e-02	1.110713258385658264e-01	1.540668904781341553e-01	1.206087470054626465e-01	4.236669465899467468e-02	2.641800418496131897e-02
4.179591834545135498e-01	4.053356871008872986e-02	4.528768360614776611e-02	4.581629484891891479e-02	3.561613708734512329e-02	5.088248476386070251e-02	6.935624778270721436e-02	9.316439181566238403e-02	1.081924885511398315e-01	1.168674528598785400e-01	1.547433286905288696e-01	1.837375909090042114e-01	2.322940677404403687e-01	1.760265976190567017e-01	1.001454517245292664e-01	9.663595817983150482e-03	1.550298277288675308e-02	2.123204804956912994e-02	1.981195807456970215e-02	9.175226092338562012e-03	6.633785087615251541e-03	1.459120307117700577e-02	1.245937943458557129e-01	2.211180925369262695e-01	2.166615277528762817e-01	1.121108010411262512e-01	5.752781033515930176e-02	3.552399575710296631e-02	1.921562664210796356e-02	1.751489192247390747e-02	2.867545560002326965e-02	6.602361798286437988e-02	8.268161863088607788e-02	5.640199035406112671e-02	1.489875372499227524e-02	1.367987319827079773e-02	1.699406802654266357e-01	3.215643167495727539e-01	6.520614027976989746e-01	7.516041994094848633e-01	1.000000000000000000e+00	7.639392614364624023e-01	4.711352586746215820e-01	4.919895157217979431e-02	3.682890161871910095e-02	1.749196089804172516e-02	1.708365418016910553e-02	3.173537552356719971e-02	3.151270002126693726e-02
