0.000000000000000000e+00	1.317159235477447510e-01	5.699402838945388794e-02	9.489909745752811432e-03	2.201162576675415039e-01	3.658726811408996582e-03	8.388137817382812500e-01	9.298621863126754761e-02	2.729817852377891541e-02	8.605746179819107056e-02	6.692230701446533203e-03	1.000000000000000000e+00	1.579168066382408142e-02
4.643990844488143921e-02	8.290951699018478394e-02	2.590610384941101074e-01	3.143773376941680908e-01	1.947650611400604248e-01	8.272819221019744873e-02	2.382181584835052490e-02	9.786896109580993652e-01	1.388702243566513062e-01	1.000000000000000000e+00	8.553631603717803955e-03	8.751947283744812012e-01	3.297104537487030029e-01
9.287981688976287842e-02	8.784003853797912598e-01	2.686070501804351807e-01	6.425554305315017700e-02	1.675213277339935303e-01	6.155465915799140930e-02	1.635727435350418091e-01	4.096784815192222595e-02	9.093819260597229004e-01	1.000000000000000000e+00	5.777461454272270203e-02	8.835193514823913574e-02	6.560885347425937653e-03
1.393197327852249146e-01	9.484523534774780273e-02	2.687348723411560059e-01	1.297822445631027222e-01	1.826132833957672119e-01	2.615596950054168701e-01	5.075318217277526855e-01	3.328088670969009399e-02	1.152714937925338745e-01	1.000000000000000000e+00	5.512107014656066895e-01	1.368761956691741943e-01	8.674145936965942383e-01
1.857596337795257568e-01	2.150069549679756165e-02	2.816760838031768799e-01	1.557170995511114597e-03	8.088364601135253906e-01	2.496216744184494019e-01	6.667662411928176880e-02	3.704247623682022095e-02	1.179971694946289062e-01	1.000000000000000000e+00	3.170451149344444275e-02	6.424566358327865601e-02	8.280496597290039062e-01
2.321995496749877930e-01	3.952698111534118652e-01	2.212933897972106934e-01	9.280827641487121582e-01	3.973518963903188705e-03	8.308268338441848755e-02	1.227899864315986633e-01	4.614640474319458008e-01	2.050703614950180054e-01	1.000000000000000000e+00	4.014870524406433105e-01	6.622755527496337891e-02	1.146136224269866943e-01
2.786394655704498291e-01	1.054987683892250061e-01	2.592130601406097412e-01	7.424021363258361816e-01	1.349654141813516617e-02	8.919097483158111572e-02	1.751214638352394104e-02	3.795460611581802368e-02	1.897086948156356812e-01	1.000000000000000000e+00	3.633970161899924278e-03	9.881720691919326782e-02	1.778553822077810764e-03
3.250793516635894775e-01	2.867365814745426178e-02	2.789394259452819824e-01	7.405747175216674805e-01	7.285948842763900757e-03	6.640134751796722412e-02	2.994587179273366928e-03	5.915031582117080688e-02	1.723605394363403320e-01	1.000000000000000000e+00	2.398779615759849548e-02	6.101076304912567139e-02	2.145655080676078796e-02
3.715192675590515137e-01	4.874231666326522827e-02	3.018303215503692627e-01	8.468676805496215820e-01	8.781095035374164581e-03	2.781804502010345459e-01	2.269669063389301300e-02	5.618312358856201172e-01	2.435460835695266724e-01	1.000000000000000000e+00	5.903670191764831543e-02	8.753886073827743530e-02	8.890631794929504395e-01
4.179591834545135498e-01	3.578411042690277100e-01	2.253853082656860352e-01	7.007788419723510742e-01	2.055174671113491058e-02	1.088943630456924438e-01	7.353556901216506958e-02	1.230759546160697937e-01	1.394690126180648804e-01	1.000000000000000000e+00	7.349278894253075123e-04	1.492658108472824097e-01	2.292318083345890045e-02
4.643990993499755859e-01	3.918789327144622803e-02	2.968594133853912354e-01	1.193097140640020370e-02	1.205425430089235306e-02	2.470118999481201172e-01	3.533299639821052551e-02	4.822929948568344116e-02	2.449614554643630981e-02	1.000000000000000000e+00	6.720199435949325562e-02	5.155342817306518555e-02	5.426966547966003418e-01
5.108389854431152344e-01	3.171351850032806396e-01	1.735223531723022461e-01	9.155839681625366211e-01	2.574242353439331055e-01	6.108726859092712402e-01	9.207648038864135742e-02	1.096423640847206116e-01	8.022806048393249512e-01	6.281427145004272461e-01	1.627663522958755493e-01	1.000000000000000000e+00	1.464562267065048218e-01
